bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
scaffolding protein function,aldose 1-epimerase activity,methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,cellular response to prostaglandin d stimulus,coenzyme q10 biosynthesis
phospholipid biosynthetic process,ketone body catabolism,coenzyme q10 biosynthesis,cytoplasmic translation regulation,cytoplasmic translational initiation,cellular response to prostaglandin d stimulus
phospholipid transfer activity,telomere lengthening,glucose-1,aconitate hydratase activity,serta domain,nelf complex localization
tumor type association,tumor suppressor gene regulation,electrochemical gradient establishment,mrna degradation,bone morphogenetic protein signaling pathway,tumor suppressor gene.
vesicle tethering to endoplasmic reticulum,potential role in abnormal proliferation,choline catabolic process,protein homeostasis,interleukin-20 binding,vesicle docking
cancer-related protein expression,protein tyrosine kinase adaptor activity,pathological conditions,bone morphogenetic protein signaling pathway,metastasis modulation,protein tyrosine phosphatase activator activity
chondroitin sulfate biosynthetic process,n-acetylgalactosamine 4-o-sulfotransferase activity,endoplasmic reticulum,udp-glucose metabolic process,cytochrome c,cytoplasmic ribonucleoprotein granule association
protein trafficking,protein localization to cell-cell junction,protein asparagine 3-dioxygenase activity,lipid mediator sensing,protein localization to synapse,protein localization to cell junction
wd repeat,mrna degradation,fsh secretion suppression,midbody,3'(2'),3'-5'-rna exonuclease activity
hormone balance,3'-5'-rna exonuclease activity,metabolic enzyme,wd repeat,3'-5' exonuclease activity,carbohydrate sulfotransferase activity
fsh secretion suppression,3'(2'),thiamine triphosphate phosphatase activity,cancer proliferation,nrf2 interaction,3'
histone h2axs140 phosphatase activity,phospholipid biosynthetic process,glutathione-disulfide reductase (nadph) activity,aldose 1-epimerase activity,secretory granule location,cellular response to prostaglandin d stimulus
tumor suppressor gene regulation,tumor type association,tumor suppressor gene expression,nurd complex,tumor recognition,tumor suppressor gene.
xenobiotic detoxification,chromocenter,interleukin-8 binding,axoneme,docking,regulation of ketone biosynthetic process
mrna destabilization,growth plate cartilage development,metabolic adaptation,mrna degradation,pathogen defense,detection of chemical stimulus
copii-coated vesicle cargo loading,processivity factor activity,metabolic adaptation,inhibitor activity,protein tyrosine kinase regulation,pathogen lysis
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,tumor suppressor protein interaction,cell signaling dysregulation
defense against infection,electrochemical gradient establishment,cell projection association,cell projection,pathological condition,response to nutrient levels
endoplasmic reticulum,kinase activity regulation,cytoplasmic ribonucleoprotein granule,developmental signaling pathway regulation,basement membrane assembly,galactoside 2-alpha-l-fucosyltransferase activity
carbohydrate:proton symporter activity,electrochemical gradient establishment,tumor type association,inhibitor activity,tumor microenvironment.,cancer invasion
'de novo' amp synthesis,'de novo' purine biosynthesis,rab6-interacting golgin,'de novo' gmp synthesis,spliceosomal complex assembly,'de novo' imp synthesis
tumor suppressor gene regulation,tumor type association,glucose-1,tumor suppressor gene.,electrolyte balance,bone morphogenetic protein signaling pathway
immune cell function,15-hydroxyprostaglandin dehydrogenase (nad+) activity,2-oxoglutarate-dependent dioxygenase activity,choline catabolic process,gamma-delta t cell activation,erythrocyte differentiation
cell dedifferentiation,nurd complex,thiamine triphosphate phosphatase activity,tumor cell adaptation,tumor progression modulation,tumor suppressor protein interaction
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,cellular response to prostaglandin d stimulus,secretory granule location,aldose 1-epimerase activity,k48-linked ubiquitination
phospholipid biosynthetic process,coenzyme q10 biosynthesis,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,rdna heterochromatin formation,vcp-npl4-ufd1 aaa atpase complex
electrochemical gradient establishment,pathogen defense,mrna degradation,cell surface,mrna catabolism,tumor type association
choline catabolic process,tap complex binding,gamma-delta t cell activation,therapy response,phosphorylated serine/threonine binding,polysaccharide chain biosynthetic process
snare complex assembly regulation,vcp-npl4-ufd1 aaa atpase complex,udp-d-xylose:beta-d-glucoside alpha-1,aldo-keto reductase (nadph) activity,cxxc-type zinc finger protein 1,'de novo' pyrimidine nucleobase biosynthetic process
tumor type association,tumor suppressor gene regulation,mrna degradation,imprinting,tumor suppressor gene expression,electrochemical gradient establishment
tumor type association,mrna degradation,electrochemical gradient establishment,imprinting,tumor suppressor gene regulation,tumor suppressor gene expression
3',3'(2'),mrna degradation,tumor type association,fsh secretion suppression,wnt signal inhibition
cell projection,cell projection association,defense against infection,electrochemical gradient establishment,membrane-bound organelle localization,cell projection assembly
vcp-npl4-ufd1 aaa atpase complex,snare complex assembly regulation,'de novo' pyrimidine nucleobase biosynthetic process,myo-inositol transport,udp-d-xylose:beta-d-glucoside alpha-1,aldo-keto reductase (nadph) activity
smoothened signaling pathway modulation,mrna metabolic process,receptor internalization regulation,regulation of cell growth and proliferation,receptor clustering,mrna regulation
skin barrier,3'-5' exonuclease activity,learning,3'-5'-rna exonuclease activity,fsh secretion suppression,nitric oxide regulation
tumor type association,mrna degradation,imprinting,tumor suppressor gene regulation,tumor suppressor gene expression,skeletal development
tumor type association,nurd complex,tumor suppressor gene regulation,tumor suppressor gene expression,3',3'(2')
cytoplasmic ribonucleoprotein granule association,cytoplasmic ribonucleoprotein granule localization,immune response suppression,neuromuscular junction,endoplasmic reticulum tubular network formation,oligosaccharyltransferase complex subunit
tumor type association,tumor suppressor gene regulation,tumor suppressor gene expression,nurd complex,mrna degradation,3'
mrna localization,regulation of systemic arterial blood pressure by vasopressin,mrna catabolism,electrochemical gradient establishment,notch signaling pathway regulation,growth plate cartilage development
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,alcohol dehydrogenase (nad+) activity,glutathione-disulfide reductase (nadph) activity,spliceosome
electrochemical gradient establishment,bone morphogenetic protein signaling pathway,tumor type association,mrna degradation,bone formation,copii-coated vesicle cargo loading
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,phospholipid biosynthetic process,secretory granule location,pyrroline-5-carboxylate reductase activity,cellular response to prostaglandin d stimulus
tumor type association,nurd complex,3',carbohydrate:proton symporter activity,mrna degradation,electrochemical gradient establishment
tumor type association,mrna degradation,electrochemical gradient establishment,tumor suppressor gene regulation,imprinting,tumor suppressor gene expression
histone h2axs140 phosphatase activity,glutathione-disulfide reductase (nadph) activity,secretory granule location,cellular response to prostaglandin d stimulus,myo-inositol transmembrane transporter activity,phospholipid biosynthetic process
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,solute:inorganic anion antiporter activity,gamma-delta intraepithelial t cell differentiation,alcohol dehydrogenase (nad+) activity,bcl2 interaction
vcp-npl4-ufd1 aaa atpase complex,phospholipid biosynthetic process,coenzyme q10 biosynthesis,histone h2axy142 phosphatase activity,mast cell activation,rdna heterochromatin formation
regulation of feeding behavior,mucin-type glycoprotein,regulation of systemic arterial blood pressure by vasopressin,parturition,laminin subunit beta-3,processivity factor activity
phosphatidylethanolamine biosynthetic process,methyl/ethyl malonyl-coa decarboxylase activity,extrinsic apoptotic signaling pathway regulation,methylmalonyl-coa epimerase activity,alcohol dehydrogenase (nad+) activity,myo-inositol transmembrane transporter activity
tumor type association,mrna degradation,imprinting,electrochemical gradient establishment,tumor suppressor gene expression,3'
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene.,tumor suppressor gene expression,mrna degradation
biomineral tissue development,eosinophil recruitment,dual specificity phosphatase activity,mineralocorticoid biosynthesis,h2bs36,histone h2ak15 ubiquitination
'de novo' amp synthesis,udp-d-xylose:beta-d-glucoside alpha-1,rab6-interacting golgin,snare complex assembly regulation,spliceosomal complex assembly,'de novo' imp synthesis
carbohydrate:proton symporter activity,migration,defense against infection,cancer invasion,cell projection formation,appetite regulation
tumor type association,nurd complex,tumor suppressor gene regulation,tumor suppressor gene expression,3',wnt signal inhibition
fatty acid biosynthetic process,protein serine/threonine/tyrosine kinase activity,response to alkaloid,response to nutrient levels,protein asparagine 3-dioxygenase activity,cell projection
mrna degradation,wd repeat,regulation of protein lipidation,smoothened signaling pathway modulation,imprinting,mrna metabolic process
cell projection,membrane-bound organelle localization,cell projection assembly,cell projection association,electrochemical gradient establishment,response to nutrient levels
processivity factor activity,cell projection assembly,cell projection,pathogen lysis,mrna catabolism,electrochemical gradient establishment
glucose-1,zyxin,thiolester hydrolase activity,wnt signaling,rotational mechanism,tumor microenvironment adaptation
tumor suppressor gene regulation,nurd complex,tumor type association,tumor suppressor gene expression,tumor recognition,tumor suppressor protein interaction
tumor type association,electrochemical gradient establishment,tumor suppressor gene regulation,mrna degradation,tumor suppressor gene expression,tumor suppressor gene.
mrna degradation,electrochemical gradient establishment,imprinting,tumor type association,tumor adaptation,cell surface
mrna degradation,tumor type association,imprinting,electrochemical gradient establishment,tumor suppressor gene regulation,tumor suppressor gene expression
dynein axonemal particle component,regulation of ovulation,cytoplasmic ribonucleoprotein granule,chromocenter,cytoplasmic ribonucleoprotein granule association,sarcolemma
mrna degradation,electrochemical gradient establishment,tumor type association,imprinting,cell surface,tumor suppressor gene regulation
tumor type association,tumor suppressor gene regulation,3'(2'),nurd complex,tumor suppressor gene expression,mrna degradation
glucose-1,zyxin,thiolester hydrolase activity,leukotriene metabolism,phospholipid transfer activity,chemokine receptor binding
glucose-1,phospholipid transfer activity,homodimerization,nelf complex localization,telomere lengthening,serta domain
smoothened signaling pathway modulation,mrna metabolic process,receptor internalization regulation,mrna regulation,cullin 3 complex,receptor clustering regulation
bone morphogenetic protein signaling,bone morphogenetic protein signaling pathway,glucose-1,peptidase activity,phosphoinositide binding,phospholipid transfer activity
bone morphogenetic protein signaling pathway,electrochemical gradient establishment,tumor type association,tumor suppressor gene.,tumor suppressor gene regulation,mrna degradation
mrna degradation,wd repeat,fsh secretion suppression,thiamine triphosphate phosphatase activity,3'(2'),imprinting
tumor type association,nurd complex,tumor suppressor gene regulation,wnt signal inhibition,3',tumor suppressor gene expression
electrochemical gradient establishment,mrna catabolism,carbohydrate:proton symporter activity,migration,cell surface,pathogen defense
regulation of feeding behavior,mucin-type glycoprotein,laminin subunit beta-3,cancer development potential,leukocyte adhesion,parturition
cellular response to prostaglandin d stimulus,phospholipid biosynthetic process,glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,cytoplasmic translational initiation,secretory granule location
tumor suppressor gene regulation,nurd complex,tumor type association,tumor suppressor gene.,tumor suppressor gene expression,electrolyte balance
tumor type association,electrolyte balance,nurd complex,tumor suppressor gene.,tumor suppressor gene regulation,mutsβ complex
regulation of protein lipidation,mrna metabolic process,transcription elongation factor complex,smoothened signaling pathway modulation,receptor internalization,protein serine/threonine kinase binding
tumor type association,mrna degradation,electrochemical gradient establishment,tumor suppressor gene regulation,imprinting,bone formation
mrna degradation,tumor type association,electrochemical gradient establishment,bone formation,imprinting,bone morphogenetic protein signaling pathway
histone h2axs140 phosphatase activity,glutathione-disulfide reductase (nadph) activity,phospholipid biosynthetic process,mast cell activation,secretory granule location,dihydroorotate dehydrogenase activity
kinetochore association,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,embryonic digit morphogenesis,tetrahydrofolylpolyglutamate biosynthetic process,gi/o-coupled serotonin receptor activity
glucose-1,regulation of synaptic activity,regulation of immune response to tumor cell,phospholipid transfer activity,bone morphogenesis,thiolester hydrolase activity
mrna degradation,imprinting,tumor type association,electrochemical gradient establishment,copii-coated vesicle cargo loading,pathogen defense
tumor type association,mrna degradation,tumor suppressor gene regulation,imprinting,electrochemical gradient establishment,nurd complex
regulation of feeding behavior,mucin-type glycoprotein,cellular response to growth factor stimulus,parturition,developmental process,regulation of heart rate
copii-coated vesicle cargo loading,pathogen defense,processivity factor activity,inhibitor activity,electrochemical gradient establishment,metabolic adaptation
receptor clustering,regulation of heart rate,sarcolemma,regulation of ovulation,mucin-type glycoprotein,receptor internalization regulation
mrna regulation,receptor clustering regulation,protein tyrosine kinase regulation,protein kinase a localization,copii-coated vesicle localization,regulation of cell growth and proliferation
tumor suppressor gene regulation,tumor type association,mrna degradation,tumor suppressor gene expression,imprinting,electrochemical gradient establishment
mucin-type glycoprotein,chromocenter,regulation of heart rate,parturition,regulation of feeding behavior,bone mineralization regulation
tumor suppressor gene regulation,t cell mediated immunity,tnf signaling,mitochondrial matrix,gliogenesis,mit domain binding
wd repeat,mrna degradation,fsh secretion suppression,3'(2'),3'-5'-rna exonuclease activity,midbody
tumor type association,mrna degradation,3',nurd complex,tumor suppressor gene regulation,tumor suppressor gene expression
carbohydrate response element binding,membrane integrity regulation,plasma cell differentiation,membrane integrity,cell surface receptor protein serine/threonine kinase signaling pathway,3'-5'-rna exonuclease activity
plasma cell differentiation,midbody,carbohydrate response element binding,regulation of cell shape,pathogen defense,membrane proton transmembrane transport
choline catabolic process,glutathione-disulfide reductase (nadph) activity,neurodevelopment disruption,kinetochore association,translocation complex,spliceosomal complex disassembly
receptor internalization regulation,protein serine/threonine kinase inhibitor activity,fatty acid β-oxidation regulation,regulation of ovulation,protein kinase a localization,receptor clustering regulation
nurd complex,tumor type association,tumor suppressor gene regulation,tumor suppressor gene expression,3',wnt signal inhibition
tumor suppressor gene regulation,tumor type association,mrna degradation,imprinting,tumor suppressor gene expression,electrochemical gradient establishment
pathogen defense,estrogen signaling,developmentally regulated expression,mrna destabilization,sensory organ development,laminin subunit alpha 2
cellular component of nucleus,type i interferon receptor binding,dynein axonemal particle component,basal plasma membrane,lntracellular membrane-bounded organelle,parturition
mrna degradation,imprinting,wd repeat,skeletal development,cullin 3 complex,midbody
glucose-1,leukotriene metabolism,chemokine receptor binding,phospholipase activity,bone morphogenetic protein signaling pathway,phospholipid transfer activity
cancer invasion,defense against infection,electrochemical gradient establishment,inositol polyphosphate-5-phosphatase activity,pathogen recognition,processivity factor activity
nurd complex,tumor type association,tumor suppressor gene regulation,electrolyte balance,tumor suppressor gene.,tumor suppressor gene expression
chromocenter,regulation of ovulation,mucin-type glycoprotein,parturition,regulation of heart rate,cytoplasmic ribonucleoprotein granule
membrane proton transmembrane transport,regulation of feeding behavior,mucin-type glycoprotein,regulation of heart rate,mrna stability regulation,cell fate specification
tumor type association,mrna degradation,nurd complex,tumor suppressor gene regulation,tumor suppressor gene expression,electrochemical gradient establishment
wnt signal inhibition,cancer invasion,carbohydrate:proton symporter activity,wnt signaling pathway inhibition,cancer cell proliferation.,pathogen recognition
mrna degradation,imprinting,tumor type association,skeletal development,wd repeat,midbody
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,tumor recognition,mrna degradation
3'-5'-rna exonuclease activity,hormone balance,contactin-3,adenosylmethionine decarboxylase activity,skin barrier,3'-5'-dna exonuclease activity
kinase activity regulation,cytoplasmic ribonucleoprotein granule association,chondroitin sulfate biosynthetic process,udp-glucose metabolic process,serine/threonine-protein phosphatase activity,endoplasmic reticulum
wnt signal inhibition,carbohydrate:proton symporter activity,cell signaling dysregulation,3'(2'),wnt signaling pathway inhibition,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity
tumor suppressor gene regulation,nurd complex,organelle biogenesis,tumor suppressor gene expression,tumor type association,tumor cell adaptation
tumor suppressor gene.,electrochemical gradient establishment,defense against infection,cell projection formation,tissue regeneration,electrolyte balance
adenosylmethionine decarboxylase activity,chondroitin sulfate biosynthetic process,membrane integrity regulation,cytoplasmic ribonucleoprotein granule association,hormone balance,udp-glucose metabolic process
glucose-1,zyxin,thiolester hydrolase activity,regulation of synaptic activity,regulation of neuronal synaptic plasticity,leukotriene metabolism
glutathione-disulfide reductase (nadph) activity,secretory granule location,cellular response to prostaglandin d stimulus,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity
fatty acid biosynthetic process,amide biosynthetic process,laminin subunit beta-3,cancer development potential,fatty acid biosynthesis,fatty acid alpha-oxidation
tumor type association,mrna degradation,3',3'(2'),tumor suppressor gene expression,imprinting
tumor suppressor gene regulation,tumor type association,tumor suppressor gene.,nurd complex,electrolyte balance,tumor suppressor gene expression
cancer invasion,appetite regulation,carbohydrate:proton symporter activity,pathogen defense,processivity factor activity,migration
tumor-suppressive effect.,glucose-1,electrolyte balance,tumor suppressor gene regulation,nurd complex,mutsβ complex
tumor suppressor gene.,electrochemical gradient establishment,electrolyte balance,cell growth dysregulation,defense against infection,tumor growth.
tumor type association,wnt signal inhibition,carbohydrate:proton symporter activity,mrna degradation,3'(2'),3'
regulation of systemic arterial blood pressure by vasopressin,vascular associated smooth muscle cell proliferation,metabolic adaptation,response to nutrient levels,notch signaling pathway regulation,developmental process
dolichyl-diphosphooligosaccharide-protein glycotransferase activity,volume regulation,regulation of blood pressure,fatty acid alpha-oxidation,mrna stability regulation,inner mitochondrial membrane localization
tumor type association,mrna degradation,electrochemical gradient establishment,tumor suppressor gene regulation,tumor suppressor gene expression,imprinting
3'(2'),fsh secretion suppression,wnt signal inhibition,wnt signaling pathway inhibition,3',3-methoxy-4-hydroxy-5-decaprenylbenzoic acid decarboxylase activity
tumor suppressor gene.,tumor suppressor gene regulation,electrolyte balance,nurd complex,mutsβ complex,tumor type association
tumor suppressor gene regulation,nurd complex,tumor type association,tumor suppressor gene expression,tumor suppressor gene.,electrolyte balance
pathogen defense,carbohydrate:proton symporter activity,wnt signaling pathway inhibition,appetite regulation,wnt signal inhibition,3'
copii-coated vesicle cargo loading,smoothened signaling pathway modulation,mrna metabolic process,mrna regulation,pathogen defense,mrna degradation
phospholipid biosynthetic process,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,vcp-npl4-ufd1 aaa atpase complex,coenzyme q10 biosynthesis,mast cell activation
histone h2axs140 phosphatase activity,glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,secretory granule location,phospholipid biosynthetic process,dihydroorotate dehydrogenase activity
copii-coated vesicle cargo loading,inhibitor activity,pathogen defense,oncogene/tumor suppressor gene expression,copii-coated vesicle,mrna destabilization
complex iv assembly,mitochondrial matrix,gliogenesis,eif4f complex,mit domain binding,ubiquitin recycling
mitochondrial matrix,complex iv assembly,mit domain binding,ubiquitin recycling,mitosis,chromosome 16
eif2 complex assembly,kinetochore association,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,oxidized pyrimidine nucleobase lesion dna n-glycosylase activity,glutathione-disulfide reductase (nadph) activity
response to nutrient levels,cellular response to stimuli (insulin,cancer cell metabolic reprogramming,lipid modification,pathological condition,cell projection association
mrna degradation,pathogen defense,electrochemical gradient establishment,cell surface,imprinting,mrna catabolism
mrna degradation,imprinting,tumor suppressor control,cell surface,mrna localization,muscle organ development
golgi apparatus mannose trimming,pore-forming,2'-deoxyribonucleotide biosynthetic process,vesicle exocytosis,erythroid differentiation disruption,nadh dehydrogenase activity
tumor type association,tumor suppressor gene regulation,tumor suppressor gene.,nurd complex,electrolyte balance,electrochemical gradient establishment
phospholipid biosynthetic process,histone h2axy142 phosphatase activity,coenzyme q10 biosynthesis,vcp-npl4-ufd1 aaa atpase complex,aldose 1-epimerase activity,histone h2axs140 phosphatase activity
lipid modification,cellular response to stimuli (insulin,lipid synthesis,microtubule polymerization regulation,cellular function impairment,cancer cell metabolic reprogramming
bone morphogenetic protein signaling,chemokine receptor binding,phosphatidylethanolamine binding,bone morphogenetic protein signaling pathway,cancer related alteration in expression,leukotriene transport
bone morphogenetic protein signaling,bone morphogenetic protein signaling pathway,phosphatidylethanolamine binding,chemokine receptor binding,cancer related alteration in expression,leukotriene transport
tumor type association,tumor suppressor gene regulation,nurd complex,tumor suppressor gene expression,3',mrna degradation
chromosomal demethylation pathway,gi/o-coupled serotonin receptor activity,ring-type e3 ubiquitin transferase,choline catabolic process,cytokine signaling inhibition,voltage-gated monoatomic cation channel activity
aldose 1-epimerase activity,cellular response to prostaglandin d stimulus,ketone body catabolism,phospholipid biosynthetic process,cytoplasmic translational initiation,cytoplasmic translation regulation
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,mrna degradation,3'
tumor type association,electrochemical gradient establishment,mrna degradation,bone morphogenetic protein signaling pathway,nurd complex,tumor suppressor gene regulation
homodimerization,ankyrin binding,calcium mobilization,nuclear pore,serta domain,proteinase inhibition
homodimerization,nuclear pore,chromosome 16,ankyrin binding,mitochondrial matrix,mitofusin cleavage
bone morphogenetic protein signaling pathway,phosphoinositide binding,phospholipase binding,bone morphogenetic protein signaling,peptidase activity,bone morphogenesis
response to nutrient levels,pathological condition,fatty acid biosynthetic process,cell projection,membrane depolarization during sa node cell action potential,cellular function impairment
tumor-suppressive effect.,glucose-1,electrolyte balance,tumor suppressor gene regulation,tumor suppressor gene.,leukotriene metabolism
n(6)-l-threonylcarbamoyladenine synthase activity,immune system signaling,5'-(n(7)-methyl 5'-triphosphoguanosine)-[mrna] diphosphatase activity,4-dienoyl-coa reductase (nadph) activity,nucleolar ribonuclease p complex,gdp-mannose 4
tumor type association,tumor suppressor gene regulation,bone morphogenetic protein signaling pathway,electrochemical gradient establishment,tumor suppressor gene.,electrolyte balance
pathogen defense,mrna catabolism,regulation of blood pressure,mrna localization,3m complex,appetite regulation
electrochemical gradient establishment,defense against infection,cell projection assembly,cell projection association,blood vessel maturation,cell projection
regulation of feeding behavior,regulation of systemic arterial blood pressure by vasopressin,processivity factor activity,pathogen lysis,regulation of heart rate by cardiac conduction,laminin subunit beta-3
electrochemical gradient establishment,pathogen lysis,cell projection assembly,defense against infection,processivity factor activity,mrna catabolism
response to nutrient levels,cell projection,fatty acid biosynthetic process,cell projection association,membrane-bound organelle localization,developmental processes
mrna degradation,imprinting,wd repeat,skeletal development,3'(2'),fsh secretion suppression
regulation of protein degradation,regulation of protein stability,5'-(n(7)-methyl 5'-triphosphoguanosine)-[mrna] diphosphatase activity,5'-(n(7)-methylguanosine 5'-triphospho)-[mrna] hydrolase activity,mrna decay activator,cullin 3 complex
developmental abnormalities,protein localization to site of double-strand break,protein localization to plasma membrane regulation,lipid hydroperoxide reduction,cellular architecture modulation,developmental patterning
bone morphogenetic protein signaling pathway,cancer related alteration in expression,cancer-related protein expression,lipid droplet fusion,inositol polyphosphate-5-phosphatase activity,cancer cell metabolic reprogramming
cellular response to stimuli (insulin,protein localization to kinetochore,lipid modification,lipid storage regulation,pathological condition,carbohydrate phosphorylation
response to alkaloid,protein-cysteine s-palmitoyltransferase activity,sarcoplasmic reticulum membrane,cardiac muscle cell action potential,cell leading edge,cholesterol catabolic process
response to nutrient levels,cell projection,processivity factor activity,pathological condition,maintenance of golgi location,pathogen lysis
vcp-npl4-ufd1 aaa atpase complex,snare complex assembly regulation,u1 snrnp,myo-inositol transport,udp-d-xylose:beta-d-glucoside alpha-1,'de novo' pyrimidine nucleobase biosynthetic process
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,secretory granule location,myo-inositol transmembrane transporter activity,phosphatidylethanolamine biosynthetic process
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,keratin filament cross-linking,scaffolding protein function,extrinsic apoptotic signaling pathway regulation
corvet complex,udp-d-xylose:beta-d-glucoside alpha-1,all-trans retinal 3,gamma-delta intraepithelial t cell differentiation,solute:inorganic anion antiporter activity,viral genome replication regulation
mrna degradation,electrochemical gradient establishment,cell surface,imprinting,pathogen defense,mrna localization
cancer invasion,processivity factor activity,pathogen lysis,copii-coated vesicle,inhibitor activity,pathogen recognition
processivity factor activity,fatty acid alpha-oxidation,copii-coated vesicle,pathogen lysis,inhibitor activity,regulation of systemic arterial blood pressure by vasopressin
electrolyte balance,tumor suppressor gene.,microrna biogenesis,tumor-suppressive effect.,mutsβ complex,lipid asymmetry
mrna degradation,electrochemical gradient establishment,tumor type association,imprinting,tumor suppressor gene regulation,cell surface
pathological condition,membrane depolarization during sa node cell action potential,response to nutrient levels,cell projection,cellular response to stimuli (insulin,membrane-bound organelle localization
immune function regulation,sequestering of tgfbeta in extracellular matrix,immune signaling transduction,stimulatory c-type lectin receptor signaling pathway,cellular architecture maintenance,pleckstrin homology domain
bone morphogenetic protein signaling,bone morphogenetic protein signaling pathway,phosphoinositide binding,lipoprotein lipase activator activity,peptidase activity,phosphoprotein binding
glucose-1,thiolester hydrolase activity,regulation of synaptic activity,phospholipid transfer activity,zyxin,leukotriene metabolism
tumor type association,tumor suppressor gene regulation,mrna degradation,imprinting,electrochemical gradient establishment,tumor suppressor gene expression
pathological condition,membrane depolarization during sa node cell action potential,bone morphogenetic protein signaling pathway,response to nutrient levels,cancer expression alteration,cancer-related protein expression
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,tumor suppressor protein interaction,tumor recognition
tumor type association,mrna degradation,tumor suppressor gene regulation,tumor suppressor gene expression,nurd complex,imprinting
kinetochore association,embryonic cranial skeleton morphogenesis,eif2 complex assembly,ketone body catabolic process,oxidized purine nucleobase lesion dna n-glycosylase activity,gi/o-coupled serotonin receptor activity
tumor type association,tumor suppressor gene regulation,nurd complex,tumor suppressor gene expression,wnt signal inhibition,cell signaling dysregulation
tumor type association,mrna degradation,tumor suppressor gene regulation,tumor suppressor gene expression,nurd complex,imprinting
mrna degradation,3',wd repeat,tumor type association,imprinting,3'(2')
choline catabolic process,vesicle tethering to endoplasmic reticulum,interleukin-20 binding,vesicle docking,interleukin-8 binding,translational elongation
tumor type association,tumor suppressor gene regulation,tumor suppressor gene.,electrochemical gradient establishment,electrolyte balance,tumor suppressor gene expression
coenzyme q10 biosynthesis,erad pathway regulation,u1 snrnp,scaffolding protein function,u5 snrnp,myo-inositol transport
vcp-npl4-ufd1 aaa atpase complex,phospholipid biosynthetic process,coenzyme q10 biosynthesis,histone h2axy142 phosphatase activity,store-operated calcium entry,histone h2axs140 phosphatase activity
regulation of cell growth and proliferation,mrna degradation,receptor clustering,smoothened signaling pathway modulation,membrane proton transmembrane transport,mrna localization
tumor type association,mrna degradation,electrochemical gradient establishment,tumor suppressor gene regulation,imprinting,tumor suppressor gene expression
mitochondrial respirasome assembly,lipoprotein lipase activator activity,bone morphogenetic protein signaling,protein localization to kinetochore,protein catabolic process at postsynapse,lipoprotein lipase inhibition
tumor suppressor gene regulation,organelle biogenesis,tumor-suppressive effect.,glucose-1,tumor microenvironment adaptation,tumor type association
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,tumor suppressor protein interaction,tumor recognition
mrna degradation,electrochemical gradient establishment,mrna localization,mrna catabolism,cell surface,pathogen defense
wd repeat,mrna degradation,pathogen defense,fsh secretion suppression,cancer proliferation,3'(2')
nurd complex,tumor type association,tumor suppressor gene regulation,tumor suppressor gene expression,cell signaling dysregulation,tumor antigen recognition
tumor suppressor gene.,bone morphogenetic protein signaling pathway,cancer related alteration in expression,phospholipase activity,electrolyte balance,tumor microenvironment.
choline catabolic process,interleukin-8 binding,interleukin-20 binding,vesicle docking,vesicle tethering to endoplasmic reticulum,interleukin-9 binding
defense against infection,inositol polyphosphate-5-phosphatase activity,tumor suppressor gene.,electrochemical gradient establishment,tissue regeneration,carbohydrate:proton symporter activity
bone morphogenetic protein signaling pathway,phospholipase activity,peptidase activator activity,cancer related alteration in expression,chemokine receptor binding,tumor suppressor gene.
translocation complex,choline catabolic process,glutathione-disulfide reductase (nadph) activity,neurodevelopment disruption,immune cell development,cleavage/polyadenylation pathway
glucose-1,thiolester hydrolase activity,phospholipid transfer activity,regulation of synaptic activity,zyxin,leukotriene metabolism
tumor type association,mrna degradation,imprinting,electrochemical gradient establishment,tumor suppressor gene regulation,tumor suppressor gene expression
tumor type association,tumor suppressor gene regulation,mrna degradation,imprinting,electrochemical gradient establishment,tumor suppressor gene expression
